_tid_,RAC1P,SEX,REGION,ST,CIT,NATIVITY,DIS,DIVISION,RAC2P,POBP,WAOB
2249,9,1,3,40,1,1,2,7,68,40,1
2250,1,1,3,22,1,1,2,7,1,22,1
2251,1,2,4,6,1,1,2,9,1,6,1
2252,1,1,1,34,1,1,1,2,1,34,1
2253,1,2,3,21,1,1,2,6,1,47,1
2254,8,2,4,6,1,1,2,9,67,6,1
2255,1,2,3,13,1,1,2,5,1,13,1
2256,1,2,2,39,1,1,2,3,1,39,1
2257,1,1,2,26,1,1,2,3,1,26,1
2258,1,2,4,6,1,1,2,9,1,6,1
2259,1,1,2,27,1,1,2,4,1,27,1
2260,8,1,1,25,1,1,2,1,67,44,1
2261,1,1,4,6,1,1,2,9,1,6,1
2262,1,2,4,2,1,1,2,9,1,25,1
2263,1,2,3,1,1,1,2,6,1,1,1
2264,1,2,2,27,1,1,2,4,1,27,1
2265,1,2,4,4,1,1,2,8,1,4,1
2266,9,1,4,6,1,1,2,9,68,6,1
2267,1,1,3,48,1,1,2,7,1,48,1
2268,1,1,3,47,1,1,1,6,1,47,1
2269,2,2,3,47,1,1,2,6,2,47,1
2270,1,2,4,53,1,1,2,9,1,53,1
2271,1,1,1,25,1,1,2,1,1,25,1
2272,1,1,2,31,1,1,2,4,1,20,1
2273,1,2,2,39,1,1,2,3,1,39,1
2274,1,1,1,42,1,1,2,2,1,42,1
2275,3,2,3,48,1,1,2,7,1,48,1
2276,1,2,1,34,1,1,2,2,1,36,1
2277,1,2,1,25,1,1,2,1,1,25,1
2278,1,2,2,27,1,1,2,4,1,134,5
2279,1,2,1,42,1,1,2,2,1,245,1
2280,9,1,4,6,1,1,2,9,68,6,1
2281,6,1,1,25,1,1,2,1,1,48,1
2282,1,1,2,26,1,1,2,3,1,26,1
2283,1,1,1,36,1,1,2,2,1,36,1
2284,1,2,3,48,1,1,2,7,1,48,1
2285,1,2,3,48,1,1,2,7,1,48,1
2286,9,2,2,39,1,1,1,3,68,39,1
2287,1,1,1,23,1,1,2,1,1,23,1
2288,1,1,1,42,1,1,1,2,1,42,1
2289,9,2,1,36,1,1,1,2,68,36,1
2290,2,2,3,48,1,1,2,7,2,48,1
2291,1,2,1,44,1,1,2,1,1,44,1
2292,1,2,1,36,1,1,2,2,1,36,1
2293,1,2,3,12,1,1,2,5,1,36,1
2294,9,1,4,6,1,1,2,9,68,6,1
2295,1,2,2,18,1,1,2,3,1,18,1
2296,1,2,1,34,1,1,2,2,1,36,1
2297,1,1,4,8,1,1,1,8,1,8,1
2298,1,2,3,24,1,1,2,5,1,24,1
2299,1,2,3,48,1,1,2,7,1,48,1
2300,1,1,3,54,1,1,2,5,1,54,1
2301,1,1,4,4,1,1,2,8,1,17,1
2302,1,2,2,19,1,1,2,4,1,19,1
2303,9,2,1,42,1,1,2,2,68,42,1
2304,1,1,3,48,1,1,1,7,1,48,1
2305,1,2,1,36,1,1,2,2,1,36,1
2306,1,2,9,72,2,1,2,0,1,72,2
2307,1,2,2,29,1,1,2,4,1,29,1
2308,1,1,3,21,1,1,1,6,1,21,1
2309,1,1,1,42,1,1,2,2,1,42,1
2310,1,1,3,12,1,1,2,5,1,39,1
2311,1,1,2,31,1,1,1,4,1,31,1
2312,1,2,1,34,1,1,2,2,1,34,1
2313,1,2,3,48,1,1,2,7,1,48,1
2314,1,2,4,6,1,1,2,9,1,6,1
2315,1,2,1,25,1,1,2,1,1,25,1
2316,1,2,4,2,1,1,2,8,1,36,1
2317,1,2,1,42,1,1,2,2,1,42,1
2318,1,2,2,17,1,1,2,3,1,17,1
2319,9,1,4,6,1,1,2,9,68,6,1
2320,1,1,1,36,1,1,2,2,1,36,1
2321,9,1,4,16,1,1,2,8,68,16,1
2322,3,1,2,17,1,1,2,3,1,17,1
2323,2,2,3,48,1,1,2,7,2,48,1
2324,1,1,1,36,1,1,2,2,1,36,1
2325,1,1,3,12,1,1,1,5,1,17,1
2326,1,2,1,36,1,1,2,2,1,36,1
2327,9,1,3,12,1,1,2,5,68,12,1
2328,8,2,4,6,1,1,2,9,67,6,1
2329,1,1,1,42,1,1,2,2,1,42,1
2330,1,1,2,39,1,1,1,3,1,39,1
2331,1,2,3,13,1,1,1,5,1,139,5
2332,1,1,1,36,1,1,2,2,1,36,1
2333,2,1,3,12,1,1,1,5,2,25,1
2334,2,2,3,22,1,1,2,7,2,22,1
2335,1,1,2,20,1,1,2,4,1,20,1
2336,2,2,3,45,1,1,2,5,2,45,1
2337,1,2,4,8,1,1,2,8,1,8,1
2338,1,2,1,42,1,1,2,2,1,42,1
2339,1,2,3,47,1,1,2,6,1,47,1
2340,1,1,3,12,1,1,2,5,1,9,1
2341,9,1,3,22,1,1,2,7,68,22,1
2342,1,2,3,21,1,1,2,6,1,21,1
2343,1,2,2,29,1,1,2,4,1,29,1
2344,1,1,4,6,1,1,2,9,1,6,1
2345,1,2,1,25,1,1,2,1,1,25,1
2346,1,1,3,5,1,1,2,7,1,5,1
2347,1,1,4,4,1,1,2,8,1,4,1
2348,1,1,3,47,1,1,2,6,1,47,1
2349,1,2,3,47,1,1,2,6,1,12,1
2350,1,2,1,42,1,1,2,2,1,42,1
2351,2,2,3,13,1,1,2,5,2,13,1
2352,1,1,4,41,1,1,2,9,1,41,1
2353,1,2,2,17,1,1,1,3,1,17,1
2354,1,1,2,20,1,1,2,4,1,31,1
2355,1,2,4,41,1,1,2,9,1,41,1
2356,1,2,3,54,1,1,2,7,1,54,1
2357,1,2,1,34,1,1,2,2,1,34,1
2358,2,2,4,6,1,1,2,9,2,6,1
2359,1,1,3,47,1,1,2,6,1,47,1
2360,2,1,3,24,1,1,2,5,2,11,1
2361,1,1,4,6,1,1,2,9,1,6,1
2362,3,1,3,48,1,1,2,7,1,48,1
2363,1,2,1,42,1,1,2,2,1,42,1
2364,1,2,1,36,1,1,1,2,1,36,1
2365,1,2,1,34,1,1,2,2,1,34,1
2366,2,1,3,5,1,1,2,7,2,5,1
2367,9,1,1,36,1,1,2,2,68,36,1
2368,9,2,3,37,1,1,2,5,68,37,1
2369,1,2,4,4,1,1,1,8,1,18,1
2370,1,1,3,22,1,1,2,7,1,22,1
2371,9,1,3,48,1,1,2,7,68,48,1
2372,1,1,2,39,1,1,2,3,1,39,1
2373,1,2,1,34,1,1,2,2,1,34,1
2374,6,2,3,45,1,1,2,5,1,104,1
2375,8,2,4,53,1,1,2,9,67,53,1
2376,1,2,4,6,1,1,2,9,1,6,1
2377,9,2,4,6,1,1,2,9,68,6,1
2378,1,2,2,46,1,1,2,4,1,55,1
2379,1,2,2,55,1,1,1,3,1,17,1
2380,1,1,2,26,1,1,2,3,1,26,1
2381,1,2,4,16,1,1,2,8,1,110,5
2382,1,2,3,1,1,1,2,6,1,1,1
2383,1,2,3,48,1,1,2,7,1,48,1
2384,1,1,4,1,1,1,2,9,1,53,1
2385,1,1,3,54,1,1,2,5,1,54,1
2386,9,2,4,6,1,1,2,9,68,6,1
2387,1,1,2,26,1,1,2,3,1,26,1
2388,1,1,1,36,1,1,2,2,1,36,1
2389,1,1,4,8,1,1,2,8,1,56,1
2390,2,1,3,51,1,1,2,5,2,22,1
2391,1,2,3,13,1,1,2,5,1,13,1
2392,1,1,2,17,1,1,2,3,1,17,1
2393,1,2,2,55,1,1,2,3,1,55,1
2394,6,2,3,48,1,1,2,7,1,48,1
2395,2,2,3,51,1,1,1,5,2,51,1
2396,2,2,3,37,1,1,2,5,2,25,1
2397,8,2,4,6,1,1,2,9,67,6,1
2398,1,1,2,26,1,1,2,3,1,26,1
2399,8,2,3,12,1,1,2,5,67,12,1
2400,1,1,1,36,1,1,2,2,1,36,1
2401,1,2,3,48,1,1,2,7,1,48,1
2402,9,1,4,6,1,1,2,9,68,6,1
2403,8,1,4,6,1,1,2,9,67,6,1
2404,1,2,1,36,1,1,2,2,1,36,1
2405,1,1,3,47,1,1,2,6,1,42,1
2406,2,1,3,12,1,1,2,5,2,12,1
2407,9,2,3,48,1,1,2,7,68,48,1
2408,1,2,4,4,1,1,2,8,1,4,1
2409,1,1,3,48,1,1,2,7,1,48,1
2410,1,1,4,6,1,1,2,9,1,6,1
2411,1,1,4,18,1,1,2,9,1,6,1
2412,1,2,3,48,1,1,2,7,1,48,1
2413,1,1,4,53,1,1,2,9,1,100,1
2414,1,1,4,6,1,1,2,9,1,6,1
2415,1,2,3,1,1,1,2,6,1,1,1
2416,1,2,4,6,1,1,2,9,1,6,1
2417,9,2,3,12,1,1,2,5,68,72,2
2418,1,2,1,42,1,1,2,2,1,42,1
2419,1,2,3,48,1,1,2,7,1,48,1
2420,1,2,1,36,1,1,2,2,1,36,1
2421,1,2,3,12,1,1,2,5,1,6,1
2422,1,1,2,26,1,1,2,3,1,26,1
2423,1,2,1,36,1,1,2,2,1,36,1
2424,1,2,2,18,1,1,1,3,1,17,1
2425,1,2,4,41,1,1,1,9,1,41,1
2426,1,1,1,34,1,1,2,2,1,34,1
2427,1,2,4,8,1,1,2,8,1,8,1
2428,1,1,3,12,1,1,2,5,1,13,1
2429,1,2,2,29,1,1,2,4,1,29,1
2430,1,2,2,55,1,1,2,3,1,55,1
2431,1,1,1,36,1,1,2,2,1,36,1
2432,1,2,3,40,1,1,2,7,24,48,1
2433,8,2,3,15,1,1,2,7,67,48,1
2434,2,1,3,22,1,1,2,7,2,22,1
2435,1,1,2,17,1,1,2,3,1,17,1
2436,1,1,3,1,1,1,1,6,1,1,1
2437,6,1,4,15,1,1,2,9,1,6,1
2438,1,2,3,47,1,1,2,6,1,6,1
2439,1,1,3,5,1,1,1,7,1,5,1
2440,1,2,2,17,1,1,2,3,1,17,1
2441,1,1,1,25,1,1,2,1,1,25,1
2442,1,1,4,4,1,1,2,8,1,4,1
2443,1,2,3,48,1,1,1,7,1,48,1
2444,1,1,3,22,1,1,2,7,1,48,1
2445,1,1,3,51,1,1,2,5,1,48,1
2446,1,2,3,51,1,1,1,5,1,42,1
2447,1,1,4,53,1,1,2,9,1,38,1
2448,1,1,3,48,1,1,1,7,1,48,1
2449,1,1,3,45,1,1,2,5,1,216,1
2450,1,1,3,48,1,1,2,7,1,48,1
2451,1,2,2,29,1,1,2,4,1,29,1
2452,1,2,2,17,1,1,1,3,1,17,1
2453,1,1,2,55,1,1,2,3,1,55,1
2454,1,1,4,4,1,1,2,8,1,34,1
2455,1,1,3,12,1,1,2,5,1,11,1
2456,1,1,4,41,1,1,1,9,1,139,1
2457,1,2,4,28,1,1,2,9,1,6,1
2458,1,2,3,21,1,1,2,6,1,21,1
2459,1,2,3,48,1,1,2,7,1,48,1
2460,1,2,1,36,1,1,2,2,1,36,1
2461,8,2,4,6,1,1,2,9,67,6,1
2462,2,1,3,13,1,1,2,5,2,13,1
2463,1,1,4,6,1,1,1,9,1,6,1
2464,1,1,3,45,1,1,2,5,1,36,1
2465,1,1,2,26,1,1,1,3,1,26,1
2466,1,2,1,42,1,1,2,2,1,42,1
2467,1,2,1,42,1,1,2,2,1,42,1
2468,1,1,3,10,1,1,2,5,1,21,1
2469,1,2,3,48,1,1,1,7,1,48,1
2470,9,2,4,8,1,1,2,8,68,6,1
2471,8,2,4,6,1,1,1,9,67,6,1
2472,1,2,2,38,1,1,2,4,1,38,1
2473,9,1,1,36,1,1,2,2,68,36,1
2474,1,2,1,42,1,1,2,2,1,42,1
2475,1,1,1,25,1,1,2,1,1,25,1
2476,1,1,2,17,1,1,2,3,1,17,1
2477,1,1,3,12,1,1,2,5,1,233,4
2478,1,1,2,20,1,1,2,4,1,20,1
2479,1,1,3,48,1,1,2,7,1,48,1
2480,1,2,3,22,1,1,2,7,1,22,1
2481,1,2,4,8,1,1,2,8,1,26,1
2482,1,1,1,42,1,1,2,2,1,42,1
2483,1,1,4,6,1,1,2,9,1,6,1
2484,1,1,2,31,1,1,2,4,1,19,1
2485,9,1,4,35,1,1,2,8,68,35,1
2486,1,1,2,39,1,1,1,3,1,39,1
2487,1,2,1,25,1,1,2,1,1,25,1
2488,1,1,2,55,1,1,2,3,1,55,1
2489,3,1,4,35,1,1,2,8,1,35,1
2490,1,1,2,38,1,1,1,4,1,27,1
2491,1,2,4,6,1,1,2,9,1,6,1
2492,1,2,1,36,1,1,2,2,1,36,5
2493,9,2,3,48,1,1,2,7,68,48,1
2494,8,2,4,6,1,1,2,9,1,6,1
2495,1,1,4,49,1,1,2,8,1,49,1
2496,1,2,3,28,1,1,1,6,1,28,1
2497,1,2,1,42,1,1,2,2,1,42,1
2498,1,2,3,21,1,1,2,6,1,21,1
2499,1,2,3,48,1,1,2,7,1,48,1
2500,1,2,4,41,1,1,2,9,1,41,1
2501,2,1,3,51,1,1,2,5,2,13,1
2502,9,1,4,4,1,1,2,8,68,4,1
2503,1,2,1,36,1,1,2,2,1,36,1
2504,9,2,3,12,1,1,2,5,68,215,4
2505,1,2,1,36,1,1,1,2,1,36,1
2506,1,2,2,26,1,1,2,3,1,26,1
2507,1,1,1,25,1,1,2,1,1,25,1
2508,2,1,3,51,1,1,2,5,2,51,1
2509,1,2,1,42,1,1,2,2,1,42,1
2510,9,2,3,48,1,1,2,7,68,48,1
2511,1,1,4,4,1,2,2,8,1,38,1
2512,1,2,3,13,1,1,2,5,1,34,1
2513,1,2,3,47,1,1,2,6,1,17,1
2514,1,2,3,5,1,1,2,7,1,5,1
2515,1,2,3,37,1,1,2,5,1,37,1
2516,1,1,2,27,1,1,2,4,1,27,1
2517,9,1,2,39,1,1,1,3,68,39,1
2518,1,1,3,37,1,1,2,5,1,51,1
2519,6,1,4,53,1,1,1,9,1,53,1
2520,1,2,4,41,1,1,2,9,1,4,1
2521,1,2,2,19,1,1,2,4,1,19,1
2522,2,2,3,45,1,1,1,5,2,46,1
2523,1,2,2,29,1,1,2,4,1,29,1
2524,8,1,3,12,1,1,2,5,67,12,1
2525,1,1,1,9,1,1,2,1,1,9,1
2526,1,2,3,50,1,1,1,5,1,249,4
2527,1,2,3,40,1,1,2,7,1,40,1
2528,1,2,3,13,1,1,2,5,1,110,5
2529,1,2,1,9,1,1,2,1,1,9,1
2530,2,1,3,51,1,1,2,5,2,51,1
2531,1,2,4,41,1,1,2,9,1,53,1
2532,9,1,2,18,1,1,2,3,68,39,1
2533,1,2,2,19,1,1,2,4,1,32,1
2534,2,2,1,25,1,1,1,1,2,25,1
2535,1,1,3,12,1,1,2,5,1,12,1
2536,1,1,1,36,1,1,2,2,1,36,1
2537,8,2,3,48,1,1,2,7,67,48,1
2538,1,2,1,42,1,1,2,2,1,42,1
2539,2,2,3,12,1,1,2,5,2,12,1
2540,1,1,1,44,1,1,2,1,1,44,1
2541,1,1,2,17,1,1,2,3,1,17,1
2542,2,2,4,6,1,1,2,9,2,6,1
2543,1,1,1,36,1,1,2,2,1,36,1
2544,1,2,2,26,1,1,2,3,1,26,1
2545,1,1,2,39,1,1,2,3,1,39,1
2546,1,2,3,45,1,1,2,5,1,54,1
2547,1,2,2,26,1,1,2,3,1,26,1
2548,1,1,4,41,1,1,2,9,1,55,1
2549,1,1,3,24,1,1,2,5,1,24,1
2550,1,1,3,48,1,1,1,7,1,48,1
2551,1,2,4,53,1,1,1,9,1,53,1
2552,1,2,2,26,1,1,2,3,1,26,1
2553,1,2,3,48,1,1,2,7,1,48,1
2554,1,2,4,49,1,1,2,8,1,49,1
2555,1,1,2,39,1,1,2,3,1,39,1
2556,1,1,3,48,1,1,2,7,1,48,1
2557,1,2,3,54,1,1,2,5,1,54,1
2558,1,2,4,53,1,1,2,9,1,53,1
2559,2,1,2,26,1,1,2,3,2,26,1
2560,1,2,1,42,1,1,2,2,1,42,1
2561,1,1,1,25,1,1,2,1,1,25,1
2562,9,1,4,53,1,1,2,9,68,15,1
2563,1,2,1,42,1,1,2,2,1,42,1
2564,1,2,3,48,1,1,1,7,1,48,1
2565,1,2,3,1,1,1,2,6,1,1,1
2566,1,1,4,41,1,1,2,9,1,41,1
2567,1,2,3,24,1,1,2,5,1,13,1
2568,1,2,1,25,1,1,2,1,1,25,1
2569,2,2,3,21,1,1,2,6,2,21,1
2570,2,2,2,10,1,1,2,4,2,6,1
2571,1,2,1,42,1,1,2,2,1,42,1
2572,6,1,4,6,1,1,2,9,1,6,1
2573,1,1,3,40,1,1,2,7,1,40,1
2574,1,1,4,49,1,1,2,8,1,49,1
2575,1,1,3,22,1,1,2,7,1,22,1
2576,1,2,3,47,1,1,2,6,1,47,1
2577,1,2,3,24,1,1,2,5,1,11,1
2578,1,1,2,48,1,1,1,3,1,39,1
2579,1,1,2,55,1,1,2,3,1,55,1
2580,1,1,2,55,1,1,2,3,1,55,1
2581,1,1,4,41,1,1,2,9,1,17,1
2582,1,1,3,47,1,1,2,6,1,47,1
2583,2,1,3,24,1,1,2,5,2,511,1
2584,1,2,1,44,1,1,1,1,1,44,1
2585,1,1,3,51,1,1,2,5,1,21,1
2586,1,1,3,28,1,1,2,6,1,28,1
2587,2,1,1,36,1,1,2,2,2,36,1
2588,1,2,4,45,1,1,2,9,1,6,1
2589,1,1,3,37,1,1,2,5,1,37,1
2590,1,1,2,17,1,1,2,3,1,17,1
2591,1,1,4,6,1,1,2,9,1,6,1
2592,1,2,4,49,1,1,2,9,1,6,1
2593,1,2,3,48,1,1,2,7,1,48,1
2594,1,2,2,55,1,1,2,3,1,55,1
2595,1,1,3,1,1,1,1,6,1,1,1
2596,1,2,3,48,1,1,2,7,1,48,1
2597,1,1,1,42,1,1,2,2,1,42,1
2598,2,1,1,36,1,1,2,2,2,36,1
2599,1,2,1,42,1,1,2,2,1,42,1
2600,1,1,2,19,1,1,2,4,1,31,1
2601,1,2,3,48,1,1,2,7,1,48,1
2602,1,2,3,40,1,1,2,7,1,40,1
2603,8,2,2,39,1,1,2,3,1,39,1
2604,1,1,3,51,1,1,2,5,1,55,1
2605,1,2,2,26,1,1,2,3,1,26,1
2606,1,2,3,13,1,1,2,5,1,1,1
2607,1,1,4,8,1,1,2,8,1,36,1
2608,9,1,9,72,2,1,1,0,68,72,2
2609,1,1,1,42,1,1,2,2,1,165,1
2610,1,2,2,46,1,1,2,4,1,46,1
2611,2,1,4,6,1,1,2,9,2,6,1
2612,1,2,1,36,1,1,1,2,1,36,1
2613,1,1,2,18,1,1,2,3,1,18,1
2614,9,2,4,53,1,1,2,9,68,17,1
2615,1,2,3,25,1,1,2,5,1,12,1
2616,2,2,2,17,1,1,2,3,2,17,1
2617,9,1,2,29,1,1,1,4,68,29,1
2618,1,1,1,23,1,1,2,1,1,25,1
2619,1,1,3,12,1,1,2,5,1,12,1
2620,1,2,1,34,1,1,2,2,1,34,1
2621,1,2,3,1,1,1,2,6,1,1,1
2622,1,1,4,41,1,1,1,9,1,41,1
2623,6,2,4,6,1,1,2,9,1,6,1
2624,1,1,2,26,1,1,2,3,1,26,1
2625,1,2,3,54,1,1,2,5,1,54,1
2626,1,1,3,48,1,1,2,7,1,48,1
2627,6,1,4,6,1,1,2,9,1,6,1
2628,8,2,1,34,1,1,2,2,67,34,1
2629,2,2,1,36,1,1,2,2,2,36,1
2630,1,1,2,18,1,1,2,3,1,18,1
2631,1,2,3,21,1,1,2,6,1,21,1
2632,1,2,2,18,1,1,2,3,1,18,1
2633,1,1,4,6,1,1,2,9,1,6,1
2634,8,1,3,47,1,1,1,6,67,47,1
2635,2,2,3,21,1,1,2,6,2,21,1
2636,1,1,4,8,1,1,2,8,1,8,1
2637,1,2,3,37,1,1,2,5,1,36,1
2638,1,1,1,23,1,1,2,1,1,23,1
2639,1,2,1,42,1,1,2,2,1,42,1
2640,1,1,3,48,1,1,2,7,1,48,1
2641,1,2,2,26,1,1,2,3,1,26,1
2642,1,2,2,29,1,1,2,4,1,29,1
2643,1,2,4,16,1,1,2,8,1,16,1
2644,1,1,3,5,1,1,2,7,1,48,1
2645,1,1,3,37,1,1,2,5,1,37,1
2646,1,1,3,28,1,1,1,6,1,1,1
2647,9,1,3,12,1,1,2,5,68,39,1
2648,9,1,2,26,1,1,2,3,68,26,1
2649,2,2,4,6,1,1,1,9,2,6,1
2650,1,2,1,36,1,1,2,2,1,36,1
2651,9,1,4,4,1,1,2,8,68,4,1
2652,9,1,4,4,1,1,2,8,68,17,1
2653,1,2,2,17,1,1,2,3,1,17,1
2654,1,1,1,50,1,1,2,1,1,50,1
2655,1,1,4,6,1,1,2,9,1,6,1
2656,8,2,4,4,1,1,2,8,67,6,1
2657,2,1,3,21,1,1,2,6,2,21,1
2658,8,1,1,34,1,1,2,2,67,34,1
2659,1,1,1,42,1,1,2,2,1,42,1
2660,1,2,1,25,1,1,1,1,1,25,1
2661,1,1,4,30,1,1,2,8,24,17,1
2662,2,1,3,1,1,1,2,6,2,324,1
2663,1,1,4,53,1,1,2,9,1,53,1
2664,1,2,2,27,1,1,2,4,1,27,1
2665,2,1,2,29,1,1,2,4,2,29,1
2666,1,2,4,6,1,1,2,9,1,6,1
2667,1,1,3,48,1,1,2,7,1,48,1
2668,1,2,3,1,1,1,2,6,1,1,1
2669,1,1,4,53,1,1,2,9,1,2,1
2670,1,2,2,20,1,1,2,4,1,209,1
2671,1,2,3,12,1,1,1,5,1,13,1
2672,1,1,4,6,1,1,2,9,1,6,1
2673,6,2,4,6,1,1,2,9,43,6,4
2674,1,2,3,13,1,1,2,5,1,13,1
2675,1,1,3,45,1,1,1,5,1,36,1
2676,1,2,2,27,1,1,2,4,1,27,1
2677,1,2,1,33,1,1,2,1,1,36,1
2678,1,2,4,56,1,1,1,9,1,6,1
2679,1,2,3,54,1,1,1,5,1,54,1
2680,1,2,3,12,1,1,1,5,1,36,1
2681,1,1,3,51,1,1,2,5,1,51,1
2682,1,2,3,40,1,1,2,7,1,40,1
2683,1,2,2,47,1,1,2,3,1,27,1
2684,2,1,2,39,1,1,1,3,2,39,1
2685,1,1,2,26,1,1,1,3,1,26,1
2686,1,1,3,13,1,1,2,5,1,22,1
2687,9,1,3,13,1,1,1,5,68,13,1
2688,1,2,4,6,1,1,2,9,1,6,1
2689,1,1,1,36,1,1,2,2,1,36,1
2690,1,2,2,26,1,1,2,3,1,26,1
2691,1,2,3,48,1,1,2,7,1,48,1
2692,6,1,3,12,1,1,2,5,1,42,1
2693,1,1,2,26,1,1,2,3,1,26,1
2694,1,1,3,48,1,1,2,7,1,48,1
2695,1,1,2,17,1,1,2,3,1,17,1
2696,9,2,4,41,1,1,2,9,68,6,1
2697,2,1,3,12,1,1,2,5,2,12,1
2698,1,1,3,24,1,1,2,5,1,22,1
2699,1,2,1,25,1,1,2,1,1,25,1
2700,1,1,4,8,1,1,2,8,1,44,1
2701,1,1,3,12,1,1,2,5,1,17,1
2702,1,2,1,25,1,1,2,1,1,25,1
2703,5,2,2,20,1,1,2,4,1,20,1
2704,1,2,2,17,1,1,2,3,1,17,1
2705,9,2,9,72,1,1,2,0,68,72,2
2706,1,1,2,27,1,1,2,4,1,27,1
2707,1,2,1,25,1,1,2,1,1,9,1
2708,1,2,1,42,1,1,2,2,1,42,1
2709,1,2,3,13,1,1,2,5,1,36,1
2710,1,2,4,6,1,1,2,9,1,6,1
2711,2,1,1,25,1,1,2,1,2,42,1
2712,9,1,1,34,1,1,2,2,68,34,1
2713,1,1,2,19,1,1,2,4,1,39,1
2714,1,1,3,48,1,1,2,7,1,48,1
2715,2,2,3,45,1,1,2,5,2,45,1
2716,1,1,3,37,1,1,2,5,1,37,1
2717,1,2,2,55,1,1,2,3,1,55,1
2718,3,1,4,6,1,1,1,9,1,6,1
2719,1,2,4,6,1,1,2,9,1,6,1
2720,1,1,3,28,1,1,1,6,1,28,1
2721,1,2,2,26,1,1,2,3,1,26,1
2722,1,2,4,53,1,1,2,9,1,6,1
2723,1,2,2,27,1,1,2,4,1,27,1
2724,1,2,1,36,1,1,2,2,1,36,1
2725,1,2,3,48,1,1,2,7,1,48,1
2726,1,1,1,34,1,1,2,2,1,34,1
2727,1,2,2,29,1,1,2,4,1,29,1
2728,1,1,1,33,1,1,2,1,1,25,1
2729,9,1,4,32,1,1,2,8,68,72,2
2730,9,1,4,6,1,1,2,9,68,6,1
2731,1,2,3,12,1,1,2,5,1,12,1
2732,9,2,2,39,1,1,2,3,68,39,1
2733,9,1,3,47,1,1,1,6,68,47,1
2734,2,1,3,12,1,1,2,5,2,12,1
2735,1,2,1,25,1,1,2,1,1,25,1
2736,1,2,4,53,1,1,2,9,1,53,1
2737,1,1,1,42,1,1,2,2,1,42,1
2738,8,1,9,72,2,1,1,0,67,72,2
2739,1,1,2,18,1,1,1,3,1,18,1
2740,1,2,4,6,1,1,2,9,1,6,1
2741,2,1,3,48,1,1,2,7,2,48,1
2742,1,2,3,37,1,1,1,5,1,18,1
2743,1,1,1,42,1,1,2,2,1,42,1
2744,1,2,3,48,1,1,2,7,1,48,1
2745,1,1,4,41,1,1,2,9,1,6,1
2746,1,1,3,37,1,1,2,5,1,37,1
2747,1,1,3,48,1,1,1,7,1,48,1
2748,1,1,3,12,1,1,2,5,1,12,1
2749,1,1,4,6,1,1,1,9,24,6,1
2750,2,1,3,12,1,1,1,5,2,1,1
2751,9,1,3,51,1,1,2,5,68,10,1
2752,1,2,4,32,1,1,2,8,1,17,1
2753,1,2,4,34,1,1,2,8,1,4,1
2754,1,1,4,35,1,1,2,8,1,8,1
2755,1,1,1,50,1,1,1,1,1,36,1
2756,9,1,3,12,1,1,2,5,68,6,1
2757,2,1,3,51,1,1,2,5,2,51,1
2758,6,1,1,36,1,1,2,2,1,36,1
2759,2,1,2,18,1,1,2,3,2,18,1
2760,1,1,3,12,1,1,2,5,1,4,1
2761,1,2,4,53,1,1,2,9,1,53,1
2762,1,2,1,36,1,1,2,2,1,36,1
2763,2,1,1,25,1,1,2,1,2,25,1
2764,1,2,2,39,1,1,2,3,1,39,1
2765,1,2,3,51,1,1,2,5,1,51,1
2766,1,2,1,36,1,1,2,2,1,36,1
2767,1,1,3,12,1,1,2,5,1,12,1
2768,2,2,3,45,1,1,2,5,2,45,1
2769,1,2,1,42,1,1,2,2,1,42,1
2770,1,2,3,47,1,1,2,6,1,47,1
2771,8,1,1,36,1,1,2,2,67,36,1
2772,1,1,2,39,1,1,1,3,1,39,1
2773,1,2,3,51,1,1,1,5,1,37,1
2774,2,1,4,6,1,1,2,9,2,6,1
2775,1,1,3,51,1,1,2,5,1,51,1
2776,2,2,3,13,1,1,2,5,2,13,1
2777,1,2,3,48,1,1,2,7,1,48,1
2778,9,2,3,40,1,1,2,7,68,40,1
2779,1,1,3,12,1,1,2,5,1,12,1
2780,2,2,3,12,1,1,2,5,2,12,1
2781,9,1,9,72,2,1,2,0,68,72,2
2782,3,1,4,35,1,1,2,8,1,35,1
2783,1,1,1,42,1,1,2,2,1,42,1
2784,1,2,2,26,1,1,1,3,1,26,1
2785,1,1,3,22,1,1,2,7,1,22,1
2786,1,1,3,45,1,1,2,5,1,45,1
2787,1,1,1,34,1,1,2,2,1,34,1
2788,1,2,2,46,1,1,2,4,1,27,1
2789,8,1,4,6,1,1,1,9,67,6,1
2790,1,1,3,37,1,1,2,5,1,22,1
2791,1,2,2,39,1,1,1,3,1,39,1
2792,1,1,3,23,1,1,2,5,1,51,1
2793,1,1,2,18,1,1,2,3,1,39,1
2794,1,1,3,47,1,1,2,6,1,47,1
2795,1,1,4,6,1,1,2,9,1,6,1
2796,1,1,1,42,1,1,2,2,1,42,1
2797,1,1,3,51,1,1,2,5,1,26,1
2798,1,2,3,48,1,1,2,7,1,48,1
2799,1,1,4,6,1,1,2,9,1,6,1
2800,1,2,3,48,1,1,2,7,1,48,1
2801,1,1,3,21,1,1,2,6,1,36,1
2802,1,1,2,55,1,1,2,3,1,55,1
2803,6,1,2,27,1,1,2,4,1,27,1
2804,1,2,3,21,1,1,2,6,1,21,1
2805,2,2,3,5,1,1,2,7,2,5,1
