_tid_,RAC1P,SEX,REGION,ST,CIT,NATIVITY,DIS,DIVISION,RAC2P,POBP,WAOB
3363,1,1,2,19,1,1,2,4,1,19,1
3364,1,1,3,12,1,1,2,5,1,24,1
3365,1,1,2,18,1,1,2,3,1,18,1
3366,1,2,3,12,1,1,2,5,1,26,1
3367,9,2,4,16,1,1,1,8,68,467,1
3368,1,2,2,39,1,1,2,3,1,39,1
3369,1,2,2,27,1,1,2,4,1,27,1
3370,1,1,2,27,1,1,2,4,1,27,1
3371,1,1,2,19,1,1,2,4,1,19,1
3372,1,1,4,4,1,1,2,8,1,49,1
3373,9,1,4,6,1,1,1,9,68,6,1
3374,9,1,3,47,1,1,2,6,1,47,1
3375,1,2,2,18,1,1,2,3,1,18,1
3376,8,2,2,29,1,1,2,4,67,6,1
3377,8,2,4,4,1,1,2,8,67,4,1
3378,1,1,1,42,1,1,2,2,1,42,1
3379,1,2,4,6,1,1,2,9,1,6,1
3380,1,1,2,27,1,1,2,4,1,27,1
3381,1,1,2,27,1,1,2,4,1,27,1
3382,9,1,3,13,1,1,2,5,68,12,1
3383,1,2,3,48,1,1,2,7,1,48,1
3384,1,2,2,39,1,1,1,3,1,39,1
3385,1,2,1,42,1,1,2,2,1,42,1
3386,1,1,3,51,1,1,2,5,1,24,1
3387,2,1,1,36,1,1,2,2,2,36,1
3388,1,2,3,37,1,1,2,5,1,12,1
3389,2,1,3,48,1,1,2,7,2,48,1
3390,1,2,3,1,1,1,2,6,1,1,1
3391,1,1,3,45,1,1,2,5,1,37,1
3392,1,1,2,26,1,1,1,3,1,26,1
3393,1,1,2,26,1,1,1,3,1,26,1
3394,1,1,4,6,1,1,2,9,1,6,1
3395,8,1,4,6,1,1,2,9,67,6,1
3396,1,2,4,32,1,1,2,8,1,12,1
3397,1,2,3,48,1,1,2,7,1,48,1
3398,2,1,3,1,1,1,1,6,2,1,1
3399,9,1,4,6,1,1,2,9,68,6,1
3400,2,2,2,31,1,1,1,4,2,29,1
3401,1,1,3,22,1,1,1,7,1,22,1
3402,1,1,1,25,1,1,2,1,1,25,1
3403,2,1,3,48,1,1,1,7,2,48,1
3404,9,1,4,6,1,1,2,9,68,6,1
3405,1,2,2,27,1,1,2,4,1,27,1
3406,9,2,2,17,1,1,2,3,68,17,1
3407,1,1,3,37,1,1,2,5,1,37,1
3408,1,1,1,42,1,1,2,2,1,42,1
3409,9,1,3,48,1,1,2,7,68,48,1
3410,1,1,1,25,1,1,2,1,1,25,1
3411,1,2,3,12,1,1,2,5,1,24,1
3412,3,1,4,4,1,1,2,8,1,4,1
3413,1,2,1,9,1,1,2,1,1,6,1
3414,2,1,1,36,1,1,1,2,2,36,1
3415,1,1,2,17,1,1,2,3,1,17,1
3416,9,2,4,6,1,1,2,9,68,6,1
3417,1,2,3,37,1,1,2,5,1,37,1
3418,1,1,2,26,1,1,2,3,1,26,1
3419,1,1,4,6,1,1,2,9,1,6,1
3420,1,2,1,36,1,1,2,2,1,36,1
3421,1,2,1,9,1,1,2,1,1,22,1
3422,1,2,4,30,1,1,2,8,1,30,1
3423,1,1,2,55,1,1,2,3,1,55,1
3424,1,2,2,39,1,1,2,3,1,39,1
3425,1,1,2,17,1,1,2,3,1,17,1
3426,1,2,3,48,1,1,1,7,1,48,1
3427,1,2,1,9,1,1,2,1,1,9,1
3428,1,2,1,34,1,1,2,2,1,34,1
3429,1,2,1,42,1,1,2,2,1,42,1
3430,2,1,2,29,1,1,2,4,2,29,1
3431,9,1,4,8,1,1,2,8,68,8,1
3432,1,2,3,48,1,1,1,7,1,48,1
3433,1,2,2,18,1,1,2,3,1,18,1
3434,1,2,4,6,1,1,1,9,1,6,1
3435,1,1,3,37,1,1,2,5,1,37,1
3436,1,2,1,34,1,1,1,2,1,42,1
3437,1,1,4,49,1,1,2,8,1,49,1
3438,1,2,4,8,1,1,2,8,1,40,1
3439,6,2,4,6,1,1,2,9,1,6,1
3440,2,2,3,47,1,1,2,6,2,149,1
3441,1,2,4,6,1,1,2,9,1,6,1
3442,1,2,2,17,1,1,2,3,1,17,1
3443,1,2,2,29,1,1,2,4,1,29,1
3444,1,2,4,6,1,1,2,9,1,6,1
3445,1,2,3,6,1,1,2,5,1,37,1
3446,1,1,4,53,1,1,2,9,1,53,1
3447,2,1,3,37,1,1,1,5,2,37,1
3448,1,2,2,18,1,1,1,3,1,18,1
3449,1,1,3,37,1,1,1,5,1,37,1
3450,1,1,4,32,1,1,2,8,1,6,1
3451,1,2,3,22,1,1,2,7,1,22,1
3452,1,1,4,6,1,1,2,9,1,6,1
3453,1,1,2,2,1,1,1,3,1,55,1
3454,1,1,4,53,1,1,2,9,1,142,1
3455,9,1,3,12,1,1,1,5,68,72,2
3456,1,1,3,48,1,1,2,7,1,48,1
3457,1,1,3,48,1,1,2,7,1,48,1
3458,1,2,3,24,1,1,2,5,1,24,1
3459,1,1,4,8,1,1,2,8,1,6,1
3460,1,2,1,25,1,1,1,1,1,25,1
3461,1,2,1,36,1,1,2,2,1,36,1
3462,1,2,4,30,1,1,1,8,1,16,1
3463,1,1,3,13,1,1,2,5,1,9,1
3464,1,1,3,48,1,1,2,7,1,48,1
3465,1,1,3,5,1,1,1,7,1,5,1
3466,2,1,3,48,1,1,2,7,2,48,1
3467,8,2,3,48,1,1,1,7,67,48,1
3468,1,2,2,29,1,1,2,4,1,8,1
3469,1,2,2,39,1,1,2,3,1,39,1
3470,8,2,4,22,1,1,2,8,67,22,1
3471,1,1,2,39,1,1,2,3,1,39,1
3472,1,1,2,26,1,1,2,3,1,26,1
3473,1,1,2,39,1,1,2,3,1,39,1
3474,9,1,1,9,1,1,2,1,68,9,1
3475,2,2,3,37,1,1,2,5,2,37,1
3476,1,2,1,36,1,1,2,2,1,36,1
3477,1,1,4,49,1,1,2,8,1,6,1
3478,1,2,1,36,1,1,2,2,1,36,1
3479,1,1,4,53,1,1,1,9,1,6,1
3480,2,1,1,36,1,1,2,2,2,36,1
3481,1,1,4,41,1,1,2,9,1,8,1
3482,1,2,1,25,1,1,2,1,1,25,1
3483,6,2,2,17,1,1,2,3,1,17,1
3484,1,1,4,35,1,1,2,8,1,100,1
3485,6,2,1,36,1,1,2,2,1,36,1
3486,9,1,2,17,1,1,1,3,68,17,1
3487,2,1,4,35,1,1,1,8,2,35,1
3488,1,2,3,17,1,1,2,7,1,48,1
3489,1,2,3,1,1,1,2,6,1,1,1
3490,2,2,1,42,1,1,2,2,2,42,1
3491,1,1,4,8,1,1,2,8,1,54,1
3492,1,2,2,27,1,1,2,4,1,27,1
3493,2,2,1,36,1,1,2,2,2,36,1
3494,1,1,3,51,1,1,2,5,1,51,1
3495,1,1,2,39,1,1,2,3,1,39,1
3496,1,1,3,51,1,1,1,5,1,13,1
3497,1,2,4,35,1,1,2,8,1,20,1
3498,1,2,4,6,1,1,2,9,1,6,1
3499,1,2,3,5,1,1,2,7,1,5,1
3500,1,2,3,48,1,1,2,7,1,48,1
3501,1,1,4,6,1,1,2,9,1,6,1
3502,1,2,4,6,1,1,2,9,1,6,1
3503,1,2,2,26,1,1,2,3,1,26,1
3504,2,1,3,47,1,1,2,6,2,47,1
3505,9,1,3,22,1,1,2,7,68,22,1
3506,1,2,2,39,1,1,1,3,1,39,1
3507,1,1,2,29,1,1,2,4,1,29,1
3508,9,2,4,6,1,1,2,9,68,6,1
3509,6,2,3,48,1,1,2,7,1,48,1
3510,1,1,1,23,1,1,1,1,1,23,1
3511,8,2,3,48,1,1,2,7,67,48,1
3512,1,1,2,26,1,1,2,3,1,26,1
3513,1,1,2,55,1,1,2,3,1,55,1
3514,9,1,3,21,1,1,2,7,68,48,1
3515,1,2,2,13,1,1,2,3,1,17,1
3516,1,1,2,39,1,1,2,3,1,39,1
3517,1,1,1,42,1,1,1,2,1,42,1
3518,1,2,2,18,1,1,1,3,1,18,1
3519,1,1,3,5,1,1,2,7,1,5,1
3520,1,2,2,29,1,1,2,4,1,29,1
3521,1,1,1,9,1,1,2,1,1,25,1
3522,1,2,2,26,1,1,2,3,1,26,1
3523,1,1,1,42,1,1,2,2,1,42,1
3524,2,1,3,1,1,1,2,6,2,1,1
3525,1,2,1,42,1,1,2,2,1,42,1
3526,2,2,1,9,1,1,2,2,2,36,1
3527,1,1,3,24,1,1,2,5,1,24,1
3528,1,1,2,17,1,1,1,3,1,17,1
3529,2,1,3,13,1,1,2,5,2,13,1
3530,1,1,4,6,1,1,1,9,1,6,1
3531,1,1,2,55,1,1,1,3,1,55,1
3532,1,1,4,49,1,1,2,8,1,49,1
3533,1,2,2,19,1,1,2,4,1,19,1
3534,1,1,3,48,1,1,2,7,1,48,1
3535,1,2,3,47,1,1,2,6,1,47,1
3536,1,1,2,39,1,1,2,3,1,39,1
3537,1,1,2,31,1,1,2,4,1,31,1
3538,9,1,2,18,1,1,2,3,68,18,1
3539,1,1,3,13,1,1,1,5,1,13,1
3540,1,1,4,53,1,1,2,9,1,36,1
3541,1,1,1,42,1,1,1,2,1,42,1
3542,1,2,1,34,1,1,2,2,1,34,1
3543,6,2,2,18,1,1,2,3,1,18,1
3544,1,1,3,24,1,1,2,5,1,42,1
3545,1,1,3,48,1,1,1,7,1,48,1
3546,2,2,3,1,1,1,2,6,2,1,1
3547,1,1,3,47,1,1,2,6,1,13,1
3548,1,2,3,24,1,1,1,5,1,120,5
3549,9,1,4,53,1,1,2,9,68,53,1
3550,1,1,4,4,1,1,2,8,1,4,1
3551,1,1,2,55,1,1,2,3,1,55,1
3552,1,2,1,36,1,1,2,2,1,36,1
3553,1,1,2,18,1,1,1,3,1,18,1
3554,1,2,1,42,1,1,2,2,1,42,1
3555,1,1,2,55,1,1,2,3,1,55,1
3556,1,1,1,25,1,1,1,1,1,9,1
3557,2,1,4,53,1,1,2,9,2,36,1
3558,1,2,4,6,1,1,2,9,1,6,1
3559,9,2,3,48,1,1,1,7,68,48,1
3560,9,1,3,47,1,1,2,6,68,41,1
3561,1,1,3,12,1,1,1,5,1,12,1
3562,2,1,2,20,1,1,2,4,2,22,1
3563,1,1,4,8,1,1,2,8,1,42,1
3564,1,2,2,18,1,1,2,3,1,18,1
3565,1,1,4,32,1,1,1,8,1,34,1
3566,1,1,1,36,1,1,2,2,1,36,1
3567,1,2,3,12,1,1,2,5,1,8,1
3568,1,1,2,55,1,1,2,3,1,55,1
3569,1,1,3,24,1,1,2,5,1,51,1
3570,1,1,2,55,1,1,1,3,1,55,1
3571,1,2,3,47,1,1,2,6,1,47,1
3572,1,2,2,26,1,1,2,3,1,26,1
3573,1,2,4,41,1,1,2,9,1,41,1
3574,1,2,2,18,1,1,1,3,1,18,1
3575,1,1,2,19,1,1,2,4,1,19,1
3576,1,2,3,5,1,1,2,7,1,48,1
3577,1,1,1,42,1,1,2,2,1,42,1
3578,1,2,2,39,1,1,2,3,1,39,1
3579,2,1,3,51,1,1,2,5,2,51,1
3580,1,1,1,42,1,1,2,2,1,42,1
3581,1,1,4,8,1,1,2,8,1,40,1
3582,1,2,2,55,1,1,2,3,1,55,1
3583,1,1,3,48,1,1,2,7,1,48,1
3584,1,1,4,41,1,1,2,9,1,6,1
3585,1,1,3,37,1,1,2,5,1,42,1
3586,1,1,3,48,1,1,2,7,1,48,1
3587,1,1,4,53,1,1,2,9,1,6,1
3588,9,2,2,27,1,1,2,4,68,27,1
3589,8,1,4,6,1,1,2,9,67,6,1
3590,1,2,1,50,1,1,2,1,1,25,1
3591,2,1,3,24,1,1,2,5,2,11,1
3592,1,2,4,6,1,1,2,9,1,6,1
3593,3,1,4,35,1,1,1,8,1,35,1
3594,1,2,2,27,1,1,2,4,1,27,1
3595,1,1,2,20,1,1,1,4,1,20,1
3596,1,2,4,8,1,1,2,8,1,30,1
3597,1,1,3,72,1,1,1,5,1,72,1
3598,1,2,4,4,1,1,2,8,1,6,1
3599,1,1,3,28,1,1,2,6,1,28,1
3600,1,1,2,33,1,1,2,3,1,26,1
3601,9,2,3,12,1,1,2,5,68,35,1
3602,8,1,4,6,1,1,2,9,67,6,1
3603,1,1,3,47,1,1,1,6,1,12,1
3604,1,1,2,26,1,1,2,3,1,26,1
3605,1,1,3,28,1,1,1,6,1,28,1
3606,1,1,2,39,1,1,2,3,1,39,1
3607,1,1,4,6,1,1,2,9,1,6,1
3608,8,1,3,5,1,1,2,7,67,5,1
3609,1,2,2,17,1,1,2,3,1,17,1
3610,1,2,2,55,1,1,2,3,1,55,1
3611,1,2,2,39,1,1,2,3,1,39,1
3612,6,2,4,6,1,1,2,9,1,6,1
3613,1,2,1,42,1,1,2,2,1,42,1
3614,2,2,3,28,1,1,2,6,2,47,1
3615,1,2,3,48,1,1,2,7,1,48,1
3616,3,1,3,48,1,1,2,7,1,48,1
3617,1,2,2,26,1,1,2,3,1,26,1
3618,2,2,3,13,1,1,2,5,2,13,1
3619,1,1,2,20,1,1,2,4,1,6,1
3620,1,2,4,8,1,1,2,8,1,48,1
3621,2,1,3,37,1,1,2,5,2,54,1
3622,1,2,2,26,1,1,2,3,1,26,1
3623,1,2,2,29,1,1,1,4,1,29,1
3624,1,1,2,39,1,1,2,3,1,39,1
3625,1,1,2,17,1,1,1,3,1,17,1
3626,1,1,2,17,1,1,1,3,1,17,1
3627,1,1,1,42,1,1,2,2,1,42,1
3628,1,1,3,37,1,1,2,5,1,37,1
3629,1,1,2,18,1,1,1,3,1,18,1
3630,9,2,3,32,1,1,1,6,68,1,1
3631,8,1,4,32,1,1,2,8,67,32,1
3632,9,1,3,51,1,1,2,5,68,51,1
3633,1,1,4,4,1,1,2,8,1,6,1
3634,1,1,4,49,1,1,2,8,1,49,1
3635,1,2,2,17,1,1,2,3,1,17,1
3636,9,1,4,32,1,1,2,8,68,32,1
3637,1,1,4,53,1,1,2,9,1,41,1
3638,9,2,3,48,1,1,1,7,68,48,1
3639,1,2,2,31,1,1,2,4,1,17,1
3640,1,2,3,45,1,1,1,5,1,36,1
3641,1,2,3,48,1,1,2,7,1,48,1
3642,1,1,3,24,1,1,1,5,1,24,1
3643,1,1,4,4,1,1,2,8,1,8,1
3644,1,1,2,26,1,1,2,3,1,26,1
3645,1,1,2,27,1,1,2,4,1,27,1
3646,1,1,2,20,1,1,2,4,1,48,1
3647,1,2,3,51,1,1,2,5,1,37,1
3648,1,2,3,12,1,1,2,5,1,12,1
3649,1,2,1,44,1,1,1,1,1,44,1
3650,1,1,3,24,1,1,2,5,1,24,1
3651,2,1,4,6,1,1,2,9,2,6,1
3652,1,1,2,20,1,1,2,4,1,20,1
3653,1,2,2,17,1,1,2,3,1,17,1
3654,1,2,3,48,1,1,2,7,1,48,1
3655,1,1,3,12,1,1,2,5,1,12,1
3656,1,1,4,6,1,1,2,9,1,6,1
3657,1,2,3,40,1,1,2,7,1,40,1
3658,1,2,1,36,1,1,2,2,1,36,1
3659,9,1,2,20,1,1,2,4,68,19,1
3660,1,2,1,34,1,1,2,2,1,34,1
3661,1,2,1,42,1,1,2,2,1,42,1
3662,1,1,3,12,1,1,2,5,1,47,1
3663,1,1,3,48,1,1,1,7,1,48,1
3664,1,2,3,28,1,1,1,6,1,28,1
3665,1,1,4,49,1,1,2,8,1,49,1
3666,1,1,3,12,1,1,2,5,1,12,1
3667,8,2,4,4,1,1,2,8,67,4,1
3668,1,2,2,17,1,1,2,3,1,17,1
3669,6,1,1,34,1,1,2,2,1,36,1
3670,1,1,3,54,1,1,2,5,1,54,1
3671,1,1,3,44,1,1,2,7,1,48,1
3672,1,2,2,26,1,1,2,3,1,26,1
3673,1,1,4,16,1,1,2,8,1,51,1
3674,1,1,3,48,1,1,2,7,1,48,1
3675,1,1,1,9,1,1,2,1,1,9,1
3676,9,1,9,72,2,1,2,0,68,72,2
3677,1,1,3,37,1,1,1,5,1,39,1
3678,2,1,2,21,1,1,2,3,2,17,1
3679,1,1,1,34,1,1,1,2,1,34,1
3680,1,1,2,17,1,1,2,3,1,17,1
3681,1,1,3,51,1,1,2,5,1,20,1
3682,1,2,3,45,1,1,2,5,1,45,1
3683,1,2,2,18,1,1,2,3,1,26,1
3684,1,1,3,22,1,1,2,7,1,22,1
3685,1,1,4,4,1,1,2,8,1,34,1
3686,1,2,2,31,1,1,2,4,1,31,1
3687,1,1,3,51,1,1,2,5,1,17,1
3688,1,1,2,27,1,1,2,4,1,27,1
3689,1,2,1,36,1,1,2,2,1,36,1
3690,1,2,2,18,1,1,1,3,1,18,1
3691,1,1,1,36,1,1,1,2,1,36,1
3692,8,2,1,36,1,1,2,2,67,36,1
3693,1,2,2,27,1,1,2,4,1,27,1
3694,2,2,1,36,1,1,2,2,2,36,1
3695,2,2,3,37,1,1,2,5,2,37,1
3696,1,1,3,1,1,1,2,6,1,1,1
3697,1,1,4,53,1,1,2,9,1,53,1
3698,1,1,2,31,1,1,1,4,1,53,1
3699,1,2,2,39,1,1,1,3,1,39,1
3700,1,2,1,42,1,1,2,2,1,42,1
3701,1,1,4,16,1,1,2,8,1,16,1
3702,1,1,3,13,1,1,2,5,1,6,1
3703,8,1,3,48,1,1,2,7,67,48,1
3704,9,2,9,72,2,1,1,0,68,72,2
3705,1,1,3,21,1,1,2,6,1,21,1
3706,1,2,2,39,1,1,2,3,1,39,1
3707,1,2,4,53,1,1,2,9,1,41,1
3708,1,1,4,6,1,1,2,9,1,6,1
3709,1,1,1,42,1,1,1,2,1,42,1
3710,1,1,2,29,1,1,1,4,1,20,1
3711,9,2,3,48,1,1,2,7,68,48,1
3712,1,2,3,48,1,1,2,7,1,48,1
3713,2,2,1,36,1,1,1,2,2,36,1
3714,1,1,1,42,1,1,2,2,1,42,1
3715,8,2,4,6,1,1,2,9,67,6,1
3716,2,1,3,48,1,1,2,7,2,48,1
3717,1,1,3,12,1,1,2,5,1,34,1
3718,8,2,9,72,2,1,2,0,67,72,2
3719,2,1,3,28,1,1,2,6,2,28,1
3720,1,2,2,29,1,1,2,4,1,29,1
3721,1,1,1,36,1,1,2,2,1,36,1
3722,1,1,1,42,1,1,2,2,1,42,1
3723,1,2,4,16,1,1,2,8,1,16,1
3724,2,1,3,1,1,1,2,6,2,1,1
3725,1,1,4,16,1,1,2,8,1,12,1
3726,1,1,1,42,1,1,2,2,1,42,1
3727,1,1,2,46,1,1,2,4,1,46,1
3728,9,1,3,40,1,1,2,7,68,40,1
3729,2,1,2,18,1,1,2,3,2,18,1
3730,1,2,1,33,1,1,1,1,1,33,1
3731,1,2,3,54,1,1,2,5,1,54,1
3732,1,2,1,9,1,1,2,2,1,34,1
3733,1,2,2,26,1,1,2,3,1,26,1
3734,1,1,1,36,1,1,2,2,1,36,1
3735,1,1,3,48,1,1,2,7,1,48,1
3736,2,2,2,17,1,1,2,3,2,17,1
3737,9,2,4,6,1,1,2,9,68,6,1
3738,1,2,9,72,2,1,2,0,1,451,2
3739,1,2,2,39,1,1,1,3,1,39,1
3740,1,2,2,18,1,1,2,3,1,18,1
3741,8,1,3,48,1,1,2,7,67,48,1
3742,2,2,1,36,1,1,1,2,2,36,1
3743,1,2,3,13,1,1,2,5,1,13,1
3744,2,1,1,34,1,1,1,2,2,34,1
3745,9,1,3,12,1,1,2,5,68,17,1
3746,1,2,4,4,1,1,2,8,1,6,1
3747,6,2,3,37,1,1,2,5,1,515,1
3748,1,1,2,38,1,1,2,4,1,38,1
3749,1,1,3,13,1,1,2,5,1,36,1
3750,1,1,3,24,1,1,2,5,1,24,1
3751,1,2,1,19,1,1,2,2,1,42,1
3752,8,1,4,6,1,1,2,9,67,6,1
3753,9,1,2,29,1,1,2,4,68,29,1
3754,1,1,3,48,1,1,2,7,1,48,1
3755,2,2,3,51,1,1,1,5,2,51,1
3756,8,1,4,6,1,1,2,9,67,6,1
3757,1,2,4,49,1,1,1,8,1,6,1
3758,1,1,3,21,1,1,1,6,1,21,1
3759,1,1,4,38,1,1,2,8,1,8,1
3760,1,2,1,36,1,1,1,2,1,36,1
3761,1,1,3,51,1,1,2,5,1,51,1
3762,9,1,4,41,1,1,2,9,68,41,1
3763,1,2,2,27,1,1,2,4,1,27,1
3764,1,1,4,53,1,1,2,9,1,36,1
3765,1,2,1,34,1,1,1,2,1,34,1
3766,9,1,3,24,1,1,2,5,68,24,1
3767,6,1,4,6,1,1,2,9,1,6,1
3768,1,2,3,21,1,1,2,6,1,36,1
3769,1,2,4,53,1,1,2,9,1,32,1
3770,1,1,4,6,1,1,2,9,1,6,1
3771,1,1,3,45,1,1,2,5,1,51,1
3772,1,2,3,48,1,1,2,7,1,48,1
3773,1,2,4,6,1,1,2,9,1,6,1
3774,9,2,3,48,1,1,2,7,68,48,1
3775,1,2,2,55,1,1,2,3,1,55,1
3776,2,1,3,48,1,1,2,7,1,48,1
3777,1,2,3,12,1,1,2,5,1,51,1
3778,1,2,4,32,1,1,2,8,1,32,1
3779,1,2,3,48,1,1,2,7,1,48,1
3780,1,2,4,16,1,1,2,8,1,16,1
3781,1,1,1,36,1,1,1,2,1,36,1
3782,1,1,1,36,1,1,2,2,1,36,1
3783,1,2,3,48,1,1,1,7,1,48,1
3784,1,1,3,48,1,1,1,7,1,48,1
3785,1,1,2,39,1,1,2,3,1,39,1
3786,9,2,4,6,1,1,2,9,68,6,1
3787,1,2,3,13,1,1,2,5,1,13,1
3788,1,2,3,37,1,1,2,5,1,24,1
3789,1,2,4,53,1,1,2,9,1,38,1
3790,1,1,2,17,1,1,2,3,1,17,1
3791,1,1,3,12,1,1,2,5,1,12,1
3792,1,2,2,26,1,1,2,3,1,26,1
3793,8,2,2,19,1,1,2,4,67,6,1
3794,1,2,3,28,1,1,1,6,1,47,1
3795,1,1,1,25,1,1,2,1,1,25,1
3796,1,2,3,51,1,1,2,5,1,37,1
3797,1,2,2,17,1,1,2,3,1,17,1
3798,1,2,1,25,1,1,2,1,1,44,1
3799,1,1,2,17,1,1,2,3,1,17,1
3800,1,2,4,4,1,1,2,8,1,4,1
3801,9,2,3,51,1,1,2,5,68,51,1
3802,1,2,1,36,1,1,2,2,1,36,1
3803,1,1,3,13,1,1,2,5,1,54,1
3804,1,1,2,55,1,1,2,3,1,55,1
3805,8,2,1,34,1,1,2,2,67,34,1
3806,1,2,4,6,1,1,2,9,1,6,1
3807,1,2,3,45,1,1,2,5,1,45,1
3808,9,2,1,23,1,1,2,1,68,23,1
3809,1,2,4,6,1,1,1,9,1,6,1
3810,1,2,3,47,1,1,2,6,1,47,1
3811,2,2,3,37,1,1,2,5,2,37,1
3812,1,1,3,12,1,1,2,5,1,8,1
3813,1,1,2,31,1,1,2,4,1,31,1
3814,1,1,2,17,1,1,2,3,1,17,1
3815,1,1,3,48,1,1,2,7,1,48,1
3816,1,2,1,25,1,1,2,1,1,25,1
3817,1,1,4,6,1,1,1,9,1,6,1
3818,1,2,3,27,1,1,2,5,1,27,1
3819,1,2,3,48,1,1,2,7,1,48,1
3820,1,1,1,36,1,1,2,2,1,36,1
3821,2,1,3,22,1,1,1,7,2,22,1
3822,1,2,4,6,1,1,1,9,1,6,1
3823,6,1,4,15,1,1,2,9,1,15,1
3824,1,2,3,28,1,1,2,6,1,28,1
3825,9,2,9,72,2,1,2,0,68,72,2
3826,1,2,4,1,1,1,2,8,1,6,1
3827,1,1,4,41,1,1,2,9,1,41,1
3828,1,2,3,28,1,1,1,6,1,28,1
3829,9,2,3,47,1,1,2,6,68,47,1
3830,1,1,4,6,1,1,2,9,1,6,1
3831,6,2,4,6,1,1,2,9,1,6,1
3832,1,2,3,48,1,1,2,7,1,48,1
3833,1,2,1,25,1,1,2,1,1,25,5
3834,1,2,2,39,1,1,2,3,1,39,1
3835,1,2,2,18,1,1,2,3,1,18,1
3836,1,2,3,12,1,1,2,5,1,39,1
3837,1,2,2,18,1,1,2,3,1,18,1
3838,1,1,4,53,1,1,2,9,1,38,1
3839,1,2,1,42,1,1,1,2,1,42,1
3840,1,2,4,6,1,1,2,9,1,6,1
3841,1,1,2,26,1,1,2,3,1,26,1
3842,1,2,2,55,1,1,2,3,1,55,1
3843,1,1,3,51,1,1,2,5,1,42,1
3844,1,2,2,39,1,1,1,3,1,39,1
3845,1,2,1,36,1,1,2,2,1,36,1
3846,9,2,4,8,1,1,2,8,68,203,1
3847,1,1,9,72,2,1,2,0,1,72,2
3848,1,1,3,47,1,1,2,6,1,26,1
3849,1,1,4,8,1,1,2,8,1,8,1
3850,6,1,3,21,1,1,2,5,1,6,1
3851,1,1,2,18,1,1,2,3,1,18,1
3852,1,2,2,18,1,1,2,3,1,26,1
3853,1,2,4,6,1,1,2,9,1,6,1
3854,2,1,3,12,1,1,2,5,2,36,1
3855,2,1,3,37,1,1,1,5,2,37,1
3856,1,1,3,22,1,1,2,7,1,22,1
3857,1,2,2,27,1,1,2,4,1,27,1
3858,8,2,1,36,1,1,1,2,67,36,1
3859,9,2,2,55,1,1,2,3,68,55,1
3860,1,1,1,34,1,1,2,2,1,34,1
3861,1,2,3,12,1,1,2,5,1,12,1
3862,9,1,3,37,1,1,2,5,68,37,1
3863,1,2,2,19,1,1,2,4,1,6,1
3864,1,2,4,6,1,1,2,9,1,6,1
3865,1,2,4,8,1,1,2,8,1,8,1
3866,1,2,1,34,1,1,2,2,1,34,1
3867,1,1,2,26,1,1,2,3,1,26,1
3868,1,2,3,47,1,1,2,6,1,47,1
3869,1,1,1,36,1,1,2,2,64,36,1
3870,1,1,1,36,1,1,1,2,1,36,1
3871,1,2,3,13,1,1,2,5,1,13,1
3872,2,1,3,13,1,1,1,5,2,13,1
3873,3,2,4,35,1,1,2,8,1,35,1
3874,2,2,3,22,1,1,1,7,2,22,1
3875,1,2,4,49,1,1,2,8,1,49,1
3876,9,1,3,12,1,1,2,5,68,12,1
3877,2,2,3,42,1,1,2,5,2,42,1
3878,2,2,9,72,2,1,2,0,2,72,2
3879,1,1,3,37,1,1,2,5,1,37,1
3880,2,1,2,26,1,1,1,3,2,26,1
3881,2,2,2,26,1,1,1,3,2,26,1
3882,1,1,4,8,1,1,2,8,1,8,1
3883,9,2,3,48,1,1,2,7,68,48,1
3884,1,1,3,37,1,1,2,5,1,37,1
3885,9,1,4,6,1,1,2,9,68,6,1
3886,1,2,4,4,1,1,2,8,1,4,1
3887,1,1,2,29,1,1,2,4,1,29,1
3888,2,1,3,1,1,1,2,6,2,1,1
3889,8,1,3,48,1,1,2,7,67,48,1
3890,2,2,3,12,1,1,2,5,2,12,1
3891,1,2,2,17,1,1,2,3,1,17,1
3892,4,2,4,15,1,1,2,9,1,15,1
3893,9,2,2,20,1,1,2,4,68,20,1
3894,2,1,3,12,1,1,2,5,2,12,1
3895,1,1,2,26,1,1,2,3,1,26,1
3896,1,2,1,25,1,1,2,1,1,36,1
3897,1,2,4,53,1,1,2,9,1,53,1
3898,1,1,1,23,1,1,1,1,1,25,1
3899,1,2,1,36,1,1,2,2,1,36,1
3900,2,2,3,13,1,1,2,5,2,13,1
3901,1,1,4,53,1,1,1,9,1,53,1
3902,1,1,3,13,1,1,2,5,1,13,1
3903,2,2,4,12,1,1,2,9,1,6,1
3904,9,2,3,37,1,1,2,5,1,37,1
3905,1,1,1,42,1,1,2,2,1,42,1
3906,1,2,2,18,1,1,2,3,1,18,1
3907,1,2,1,42,1,1,2,2,1,42,1
3908,1,2,2,39,1,1,2,3,1,39,1
3909,1,2,2,29,1,1,2,4,1,29,1
3910,9,2,3,40,1,1,2,7,68,5,1
3911,1,2,2,26,1,1,2,3,1,26,1
3912,1,2,3,48,1,1,2,7,1,48,1
3913,2,2,3,22,1,1,2,7,2,22,1
3914,9,1,4,8,1,1,2,8,68,42,1
3915,1,2,2,55,1,1,2,3,1,55,1
3916,9,2,3,12,1,1,2,5,68,12,1
3917,1,2,1,36,1,1,2,2,1,36,1
3918,2,1,2,39,1,1,2,3,2,39,1
3919,1,2,3,45,1,1,2,5,1,13,1
